14.10.22 21:15
Статистика проєкту

                      	Сегментів	  Слів	Символів без пробілів	Символів із пробілами	Кількість файлів	
Загалом:              	    71937	520590	              2784969	              3235680	             891	
Залишилося:           	    71914	520347	              2783506	              3233996	             889	
Унікальних:           	    63928	491225	              2627282	              3056532	             878	
Залишилося унікальних:	    63905	490982	              2625819	              3054848	             876	


Статистика за окремими файлами:

Назва файлу                                                                                	Загалом сегментів	Залишилося сегментів	Унікальних сегментів	Залишилося унікальних сегментів	Загалом слів	Залишилося слів	Слів в унікальних сегментах	Залишилося слів в унікальних сегментах	Загалом символів без пробілів	Залишилося символів без пробілів	Символів без пробілів в унікальних сегментах	Залишилося символів без пробілів в унікальних сегментах	Загалом символів із пробілами	Залишилося символів із пробілами	Символів із пробілами в унікальних сегментах	Залишилося символів із пробілами в унікальних сегментах	
Scripts/Content/Story/Dialoge/Part4/DIA_MIL_6353_Militia.d.json                            	                4	                   4	                   4	                              4	          48	             48	                         48	                                    48	                          244	                             244	                                         244	                                                    244	                          288	                             288	                                         288	                                                    288	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_13330_Trader.d.json                           	               16	                  16	                  14	                             14	          91	             91	                         88	                                    88	                          469	                             469	                                         451	                                                    451	                          544	                             544	                                         525	                                                    525	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_13331_Bodyguard.d.json                        	                6	                   6	                   6	                              6	          44	             44	                         44	                                    44	                          194	                             194	                                         194	                                                    194	                          232	                             232	                                         232	                                                    232	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_13343_FakeHero.d.json                         	               13	                  13	                  10	                             10	          74	             74	                         62	                                    62	                          376	                             376	                                         324	                                                    324	                          437	                             437	                                         376	                                                    376	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_6080_Darthe.d.json                            	               66	                  66	                  59	                             59	         521	            521	                        511	                                   511	                         2635	                            2635	                                        2569	                                                   2569	                         3090	                            3090	                                        3021	                                                   3021	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_6085_Liman.d.json                             	               93	                  93	                  85	                             85	         675	            675	                        657	                                   657	                         3484	                            3484	                                        3393	                                                   3393	                         4069	                            4069	                                        3968	                                                   3968	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_6260_Balni.d.json                             	              114	                 114	                  93	                             93	         691	            691	                        644	                                   644	                         3431	                            3431	                                        3221	                                                   3221	                         4009	                            4009	                                        3773	                                                   3773	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_6319_Karin.d.json                             	              128	                 128	                 104	                            104	         695	            695	                        644	                                   644	                         3700	                            3700	                                        3429	                                                   3429	                         4268	                            4268	                                        3970	                                                   3970	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_6346_Zachary.d.json                           	               94	                  94	                  83	                             83	         840	            840	                        805	                                   805	                         4190	                            4190	                                        4051	                                                   4051	                         4938	                            4938	                                        4775	                                                   4775	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_6347_Harold.d.json                            	               80	                  80	                  70	                             70	         550	            550	                        516	                                   516	                         2762	                            2762	                                        2602	                                                   2602	                         3234	                            3234	                                        3050	                                                   3050	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_6348_Yannick.d.json                           	              138	                 138	                 119	                            119	        1036	           1036	                        963	                                   963	                         5212	                            5212	                                        4839	                                                   4839	                         6113	                            6113	                                        5686	                                                   5686	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_6350_Sven.d.json                              	               73	                  73	                  66	                             66	         453	            453	                        433	                                   433	                         2239	                            2239	                                        2141	                                                   2141	                         2620	                            2620	                                        2509	                                                   2509	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_6351_Roy.d.json                               	               67	                  67	                  56	                             56	         379	            379	                        349	                                   349	                         1981	                            1981	                                        1815	                                                   1815	                         2293	                            2293	                                        2108	                                                   2108	
Scripts/Content/Story/Dialoge/Part4/DIA_SLD_13328_Araxos.d.json                            	                9	                   9	                   8	                              8	          39	             39	                         38	                                    38	                          192	                             192	                                         188	                                                    188	                          223	                             223	                                         219	                                                    219	
Scripts/Content/Story/Dialoge/Part4/DIA_VLK_10095_Otmar_OnlyHead.d.json                    	               62	                  62	                  50	                             50	         390	            390	                        330	                                   330	                         1992	                            1992	                                        1671	                                                   1671	                         2321	                            2321	                                        1952	                                                   1952	
Scripts/Content/Story/Dialoge/Part5/DJG_10041_WolfSon_Q515.d.json                          	                8	                   8	                   8	                              8	          51	             51	                         51	                                    51	                          239	                             239	                                         239	                                                    239	                          282	                             282	                                         282	                                                    282	
Scripts/Content/Story/Dialoge/Part6/DIA_BAU_6324_Joris.d.json                              	               21	                  21	                  18	                             18	         181	            181	                        174	                                   174	                         1006	                            1006	                                         975	                                                    975	                         1166	                            1166	                                        1131	                                                   1131	
Scripts/Content/Story/Dialoge/Part6/DIA_BAU_6325_Hod.d.json                                	               40	                  40	                  34	                             34	         318	            318	                        299	                                   299	                         1570	                            1570	                                        1472	                                                   1472	                         1848	                            1848	                                        1737	                                                   1737	
Scripts/Content/Story/Dialoge/Part6/DIA_BAU_6342_Kyle.d.json                               	              119	                 119	                 109	                            109	         805	            805	                        771	                                   771	                         4075	                            4075	                                        3907	                                                   3907	                         4764	                            4764	                                        4572	                                                   4572	
Scripts/Content/Story/Dialoge/Part6/DIA_BAU_6345_Bermar.d.json                             	               70	                  70	                  62	                             62	         549	            549	                        526	                                   526	                         2654	                            2654	                                        2551	                                                   2551	                         3135	                            3135	                                        3017	                                                   3017	
Scripts/Content/Story/Dialoge/Part6/DIA_MIL_13589_Militia.d.json                           	               48	                  48	                  40	                             40	         300	            300	                        287	                                   287	                         1598	                            1598	                                        1523	                                                   1523	                         1851	                            1851	                                        1771	                                                   1771	
Scripts/Content/Story/Dialoge/Part6/DIA_NONE_13796_Courier.d.json                          	               13	                  13	                  11	                             11	          56	             56	                         53	                                    53	                          270	                             270	                                         254	                                                    254	                          313	                             313	                                         296	                                                    296	
Scripts/Content/Story/Dialoge/Part6/DIA_NONE_7000_Ghost.d.json                             	              109	                 109	                  98	                             98	         527	            527	                        491	                                   491	                         2641	                            2641	                                        2485	                                                   2485	                         3061	                            3061	                                        2879	                                                   2879	
Scripts/Content/Story/Dialoge/Part6/DIA_SLD_6344_Willem.d.json                             	              231	                 231	                 194	                            194	        1779	           1779	                       1665	                                  1665	                         8963	                            8963	                                        8394	                                                   8394	                        10517	                           10517	                                        9871	                                                   9871	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_11272_Leader.d.json                            	               17	                  17	                  16	                             16	         106	            106	                        103	                                   103	                          530	                             530	                                         523	                                                    523	                          620	                             620	                                         611	                                                    611	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_6264_Renegade.d.json                           	               83	                  83	                  72	                             72	         488	            488	                        459	                                   459	                         2456	                            2456	                                        2301	                                                   2301	                         2862	                            2862	                                        2689	                                                   2689	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_6267_Salvi.d.json                              	              163	                 163	                 144	                            144	        1117	           1117	                       1047	                                  1047	                         5438	                            5438	                                        5095	                                                   5095	                         6399	                            6399	                                        6005	                                                   6005	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_6268_Broddy.d.json                             	               28	                  28	                  24	                             24	         172	            172	                        165	                                   165	                          845	                             845	                                         813	                                                    813	                          989	                             989	                                         954	                                                    954	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_6270_Jerran.d.json                             	                3	                   3	                   3	                              3	           9	              9	                          9	                                     9	                           51	                              51	                                          51	                                                     51	                           57	                              57	                                          57	                                                     57	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_6271_Renegade.d.json                           	               49	                  49	                  41	                             41	         268	            268	                        252	                                   252	                         1435	                            1435	                                        1357	                                                   1357	                         1655	                            1655	                                        1569	                                                   1569	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_6275_Berto.d.json                              	              157	                 157	                 142	                            142	        1420	           1420	                       1366	                                  1366	                         7311	                            7311	                                        7052	                                                   7052	                         8584	                            8584	                                        8286	                                                   8286	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_6276_Till.d.json                               	               61	                  61	                  57	                             57	         430	            430	                        422	                                   422	                         2050	                            2050	                                        2015	                                                   2015	                         2419	                            2419	                                        2380	                                                   2380	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_10032_Bevin.d.json                            	               64	                  64	                  55	                             55	         497	            497	                        466	                                   466	                         2526	                            2526	                                        2379	                                                   2379	                         2960	                            2960	                                        2791	                                                   2791	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13702_ROEL.d.json                             	               20	                  20	                  17	                             17	         126	            126	                        121	                                   121	                          711	                             711	                                         681	                                                    681	                          817	                             817	                                         785	                                                    785	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13703_Murk.d.json                             	               56	                  56	                  51	                             51	         506	            506	                        490	                                   490	                         2510	                            2510	                                        2436	                                                   2436	                         2961	                            2961	                                        2876	                                                   2876	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13705_Nikolt.d.json                           	               57	                  57	                  47	                             47	         409	            409	                        369	                                   369	                         2025	                            2025	                                        1822	                                                   1822	                         2377	                            2377	                                        2144	                                                   2144	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13706_Tollek.d.json                           	               79	                  79	                  72	                             72	         563	            563	                        537	                                   537	                         2958	                            2958	                                        2814	                                                   2814	                         3444	                            3444	                                        3281	                                                   3281	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13708_Loafs.d.json                            	              116	                 116	                 104	                            104	         964	            964	                        936	                                   936	                         4982	                            4982	                                        4823	                                                   4823	                         5834	                            5834	                                        5659	                                                   5659	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13709_Worker.d.json                           	               10	                  10	                   7	                              7	          70	             70	                         60	                                    60	                          360	                             360	                                         308	                                                    308	                          420	                             420	                                         361	                                                    361	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13710_Worker.d.json                           	               14	                  14	                  12	                             12	         130	            130	                        124	                                   124	                          681	                             681	                                         644	                                                    644	                          798	                             798	                                         757	                                                    757	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13725_Worker.d.json                           	                5	                   5	                   3	                              3	          15	             15	                         13	                                    13	                           71	                              71	                                          60	                                                     60	                           81	                              81	                                          70	                                                     70	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_600_ERGO.d.json                               	               81	                  81	                  69	                             69	         633	            633	                        602	                                   602	                         3408	                            3408	                                        3220	                                                   3220	                         3961	                            3961	                                        3754	                                                   3754	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_6269_Daniel.d.json                            	               71	                  71	                  54	                             54	         370	            370	                        300	                                   300	                         1763	                            1763	                                        1467	                                                   1467	                         2062	                            2062	                                        1713	                                                   1713	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13700_Araxos_GuardMine.d.json                  	               67	                  67	                  61	                             61	         490	            490	                        475	                                   475	                         2598	                            2598	                                        2524	                                                   2524	                         3022	                            3022	                                        2939	                                                   2939	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13701_Fynn.d.json                              	               43	                  43	                  38	                             38	         330	            330	                        315	                                   315	                         1801	                            1801	                                        1717	                                                   1717	                         2090	                            2090	                                        1996	                                                   1996	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13704_Araxos_GuardMine.d.json                  	                4	                   4	                   4	                              4	          27	             27	                         27	                                    27	                          150	                             150	                                         150	                                                    150	                          173	                             173	                                         173	                                                    173	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13707_Heinser.d.json                           	               53	                  53	                  49	                             49	         428	            428	                        421	                                   421	                         2225	                            2225	                                        2181	                                                   2181	                         2600	                            2600	                                        2553	                                                   2553	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13711_Bloodwyn.d.json                          	               55	                  55	                  47	                             47	         460	            460	                        423	                                   423	                         2298	                            2298	                                        2099	                                                   2099	                         2705	                            2705	                                        2477	                                                   2477	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13712_Guard.d.json                             	               29	                  29	                  25	                             25	         169	            169	                        164	                                   164	                          937	                             937	                                         906	                                                    906	                         1078	                            1078	                                        1046	                                                   1046	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13713_Guard.d.json                             	               14	                  14	                   9	                              9	          99	             99	                         77	                                    77	                          494	                             494	                                         409	                                                    409	                          580	                             580	                                         478	                                                    478	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13714_Astol.d.json                             	               21	                  21	                  17	                             17	         111	            111	                         99	                                    99	                          592	                             592	                                         531	                                                    531	                          682	                             682	                                         613	                                                    613	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13715_Naars.d.json                             	               21	                  21	                  17	                             17	         144	            144	                        133	                                   133	                          726	                             726	                                         670	                                                    670	                          849	                             849	                                         786	                                                    786	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13721_Araxos.d.json                            	               24	                  24	                  20	                             20	         155	            155	                        147	                                   147	                          740	                             740	                                         699	                                                    699	                          871	                             871	                                         826	                                                    826	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13727_Igor.d.json                              	               41	                  41	                  39	                             39	         419	            419	                        414	                                   414	                         2116	                            2116	                                        2096	                                                   2096	                         2495	                            2495	                                        2472	                                                   2472	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13738_Smith.d.json                             	                1	                   1	                   1	                              1	           6	              6	                          6	                                     6	                           31	                              31	                                          31	                                                     31	                           36	                              36	                                          36	                                                     36	
Scripts/Content/Story/Dialoge/Part8/DIA_BAU_10028_Nelson_Monastery.d.json                  	               55	                  55	                  23	                             23	         417	            417	                        179	                                   179	                         2225	                            2225	                                         896	                                                    896	                         2587	                            2587	                                        1052	                                                   1052	
Scripts/Content/Story/Dialoge/Part8/DIA_BAU_211_GARDENER.d.json                            	               39	                  39	                  33	                             33	         279	            279	                        266	                                   266	                         1444	                            1444	                                        1371	                                                   1371	                         1684	                            1684	                                        1604	                                                   1604	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_200_Prior.d.json                               	              138	                 138	                 135	                            135	        1271	           1271	                       1266	                                  1266	                         6810	                            6810	                                        6781	                                                   6781	                         7949	                            7949	                                        7918	                                                   7918	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_203_Riordian.d.json                            	              420	                 420	                 403	                            403	        3940	           3940	                       3893	                                  3893	                        21250	                           21250	                                       21000	                                                  21000	                        24780	                           24780	                                       24500	                                                  24500	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_204_Rierol.d.json                              	              101	                 101	                  94	                             94	         890	            890	                        875	                                   875	                         4906	                            4906	                                        4841	                                                   4841	                         5698	                            5698	                                        5625	                                                   5625	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_206_Othekar.d.json                             	               32	                  32	                  28	                             28	         273	            273	                        261	                                   261	                         1400	                            1400	                                        1328	                                                   1328	                         1641	                            1641	                                        1561	                                                   1561	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_213_Elfeg.d.json                               	               27	                  27	                  24	                             24	         230	            230	                        222	                                   222	                         1293	                            1293	                                        1254	                                                   1254	                         1497	                            1497	                                        1453	                                                   1453	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_214_Badulf.d.json                              	               25	                  25	                  23	                             23	         173	            173	                        171	                                   171	                          955	                             955	                                         943	                                                    943	                         1103	                            1103	                                        1091	                                                   1091	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_215_Notger.d.json                              	              201	                 201	                 190	                            190	        1738	           1738	                       1706	                                  1706	                         9547	                            9547	                                        9388	                                                   9388	                        11095	                           11095	                                       10914	                                                  10914	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_216_Ingolf.d.json                              	              167	                 167	                 156	                            156	        1559	           1559	                       1519	                                  1519	                         8255	                            8255	                                        8087	                                                   8087	                         9654	                            9654	                                        9457	                                                   9457	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_301_Custo.d.json                               	               25	                  25	                  24	                             24	         237	            237	                        236	                                   236	                         1232	                            1232	                                        1227	                                                   1227	                         1445	                            1445	                                        1440	                                                   1440	
Scripts/Content/Story/Dialoge/Part8/DIA_NONE_202_Kessel.d.json                             	              696	                 696	                 651	                            651	        6181	           6181	                       6050	                                  6050	                        33032	                           33032	                                       32391	                                                  32391	                        38544	                           38544	                                       37817	                                                  37817	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_13335_Zacky.d.json                             	               28	                  28	                  24	                             24	         173	            173	                        163	                                   163	                          911	                             911	                                         872	                                                    872	                         1056	                            1056	                                        1011	                                                   1011	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_13682_RunningNovize.d.json                     	                7	                   7	                   6	                              6	          36	             36	                         35	                                    35	                          184	                             184	                                         180	                                                    180	                          213	                             213	                                         209	                                                    209	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_13683_Artur.d.json                             	               38	                  38	                  32	                             32	         289	            289	                        273	                                   273	                         1442	                            1442	                                        1377	                                                   1377	                         1694	                            1694	                                        1619	                                                   1619	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_13684_Fred.d.json                              	               34	                  34	                  28	                             28	         213	            213	                        201	                                   201	                         1025	                            1025	                                         952	                                                    952	                         1204	                            1204	                                        1125	                                                   1125	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_13690_Novize.d.json                            	                8	                   8	                   5	                              5	          51	             51	                         40	                                    40	                          287	                             287	                                         234	                                                    234	                          331	                             331	                                         270	                                                    270	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_13777_FishingNovize.d.json                     	                8	                   8	                   7	                              7	          63	             63	                         60	                                    60	                          344	                             344	                                         331	                                                    331	                          399	                             399	                                         384	                                                    384	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_205_Novize.d.json                              	               35	                  35	                  28	                             28	         274	            274	                        257	                                   257	                         1393	                            1393	                                        1298	                                                   1298	                         1633	                            1633	                                        1528	                                                   1528	
